ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
80474,СЛИВЕН,ТВЪРДИЦА,С. ЧЕРВЕНАКОВО,138,146
44402,СМОЛЯН,БАНИТЕ,С. БАНИТЕ,952,863
05737,СМОЛЯН,БАНИТЕ,С. БОСИЛКОВО,34,36
11377,СМОЛЯН,БАНИТЕ,С. ВИШНЕВО,255,231
12526,СМОЛЯН,БАНИТЕ,С. ВЪЛЧАН ДОЛ,85,78
15117,СМОЛЯН,БАНИТЕ,С. ГЛОГИНО,58,55
00850,СМОЛЯН,БАНИТЕ,С. ГЪЛЪБОВО,441,392
20033,СМОЛЯН,БАНИТЕ,С. ДАВИДКОВО,523,510
20198,СМОЛЯН,БАНИТЕ,С. ДВЕ ТОПОЛИ,16,10
20290,СМОЛЯН,БАНИТЕ,С. ДЕБЕЛЯНОВО,19,22
23875,СМОЛЯН,БАНИТЕ,С. ДРЯНКА,226,204
30209,СМОЛЯН,БАНИТЕ,С. ЗАГРАЖДЕН,281,303
40326,СМОЛЯН,БАНИТЕ,С. КРЪСТАТИЦА,55,53
46406,СМОЛЯН,БАНИТЕ,С. МАЛКА АРДА,191,183
46629,СМОЛЯН,БАНИТЕ,С. МАЛКО КРУШЕВО,0,3
54002,СМОЛЯН,БАНИТЕ,С. ОРЯХОВЕЦ,525,492
59313,СМОЛЯН,БАНИТЕ,С. ПЛАНИНСКО,8,4
62606,СМОЛЯН,БАНИТЕ,С. РИБЕН ДОЛ,8,8
67355,СМОЛЯН,БАНИТЕ,С. СЛИВКА,20,13
70158,СМОЛЯН,БАНИТЕ,С. СТЪРНИЦА,272,260
72922,СМОЛЯН,БАНИТЕ,С. ТРАВЕ,28,29
05462,СМОЛЯН,БОРИНО,С. БОРИНО,2822,2373
06879,СМОЛЯН,БОРИНО,С. БУЙНОВО,317,250
37592,СМОЛЯН,БОРИНО,С. КОЖАРИ,82,68
80159,СМОЛЯН,БОРИНО,С. ЧАЛА,152,127
87223,СМОЛЯН,БОРИНО,С. ЯГОДИНА,455,409
20465,СМОЛЯН,ДЕВИН,ГР. ДЕВИН,6859,6245
03112,СМОЛЯН,ДЕВИН,С. БЕДЕН,362,321
06269,СМОЛЯН,ДЕВИН,С. БРЕЗЕ,437,356
11733,СМОЛЯН,ДЕВИН,С. ВОДНИ ПАД,6,6
17957,СМОЛЯН,ДЕВИН,С. ГРОХОТНО,987,872
18424,СМОЛЯН,ДЕВИН,С. ГЬОВРЕН,977,833
29502,СМОЛЯН,ДЕВИН,С. ЖРЕБЕВО,83,74
36796,СМОЛЯН,ДЕВИН,С. КЕСТЕН,75,66
44848,СМОЛЯН,ДЕВИН,С. ЛЯСКОВО,678,644
48547,СМОЛЯН,ДЕВИН,С. МИХАЛКОВО,239,245
54198,СМОЛЯН,ДЕВИН,С. ОСИКОВО,345,265
66130,СМОЛЯН,ДЕВИН,С. СЕЛЧА,561,512
69465,СМОЛЯН,ДЕВИН,С. СТОМАНЕВО,260,220
72360,СМОЛЯН,ДЕВИН,С. ТЕШЕЛ,1,0
73105,СМОЛЯН,ДЕВИН,С. ТРИГРАД,665,527
81815,СМОЛЯН,ДЕВИН,С. ЧУРУКОВО,37,38
23025,СМОЛЯН,ДОСПАТ,ГР. ДОСПАТ,2431,2173
02779,СМОЛЯН,ДОСПАТ,С. БАРУТИН,1791,1574
06700,СМОЛЯН,ДОСПАТ,С. БРЪЩЕН,930,880
31259,СМОЛЯН,ДОСПАТ,С. ЗМЕИЦА,1432,1231
41006,СМОЛЯН,ДОСПАТ,С. КЪСАК,835,792
44642,СМОЛЯН,ДОСПАТ,С. ЛЮБЧА,897,816
78567,СМОЛЯН,ДОСПАТ,С. ЦРЪНЧА,592,576
80025,СМОЛЯН,ДОСПАТ,С. ЧАВДАР,296,300
31111,СМОЛЯН,ЗЛАТОГРАД,ГР. ЗЛАТОГРАД,7623,6985
00196,СМОЛЯН,ЗЛАТОГРАД,С. АЛАМОВЦИ,300,248
21871,СМОЛЯН,ЗЛАТОГРАД,С. ДОЛЕН,1201,1120
27588,СМОЛЯН,ЗЛАТОГРАД,С. ЕРМА РЕКА,895,822
40806,СМОЛЯН,ЗЛАТОГРАД,С. КУШЛА,40,44
59344,СМОЛЯН,ЗЛАТОГРАД,С. ПРЕСОКА,36,42
69105,СМОЛЯН,ЗЛАТОГРАД,С. СТАРЦЕВО,2319,2141
69759,СМОЛЯН,ЗЛАТОГРАД,С. СТРАШИМИР,101,81
78241,СМОЛЯН,ЗЛАТОГРАД,С. ЦАЦАРОВЦИ,68,61
46045,СМОЛЯН,МАДАН,ГР. МАДАН,6249,6162
00669,СМОЛЯН,МАДАН,С. АРПАДЖИК,20,15
05387,СМОЛЯН,МАДАН,С. БОРИКА,14,12
05476,СМОЛЯН,МАДАН,С. БОРИНОВО,201,170
05579,СМОЛЯН,МАДАН,С. БОРОВИНА,367,293
06937,СМОЛЯН,МАДАН,С. БУКОВА ПОЛЯНА,414,362
07017,СМОЛЯН,МАДАН,С. БУКОВО,250,214
10910,СМОЛЯН,МАДАН,С. ВЕХТИНО,67,64
11260,СМОЛЯН,МАДАН,С. ВИСОКИТЕ,31,21
12187,СМОЛЯН,МАДАН,С. ВРАНИНЦИ,11,10
12655,СМОЛЯН,МАДАН,С. ВЪРБА,19,26
12718,СМОЛЯН,МАДАН,С. ВЪРБИНА,1020,926
12841,СМОЛЯН,МАДАН,С. ВЪРГОВ ДОЛ,9,10
14115,СМОЛЯН,МАДАН,С. ГАБРИНА,15,13
14413,СМОЛЯН,МАДАН,С. ГАЛИЩЕ,145,138
21213,СМОЛЯН,МАДАН,С. ДИРАЛО,46,39
21943,СМОЛЯН,МАДАН,С. ДОЛИЕ,6,2
36556,СМОЛЯН,МАДАН,С. КАСАПСКО,19,22
38594,СМОЛЯН,МАДАН,С. КОРИИТЕ,24,20
39311,СМОЛЯН,МАДАН,С. КРАЙНА,75,69
40110,СМОЛЯН,МАДАН,С. КРУШЕВ ДОЛ,2,4
40662,СМОЛЯН,МАДАН,С. КУПЕН,33,24
43387,СМОЛЯН,МАДАН,С. ЛЕСКА,374,366
43582,СМОЛЯН,МАДАН,С. ЛЕЩАК,298,267
43637,СМОЛЯН,МАДАН,С. ЛИВАДЕ,19,14
43983,СМОЛЯН,МАДАН,С. ЛОВЦИ,220,227
48146,СМОЛЯН,МАДАН,С. МИЛЕ,18,15
48461,СМОЛЯН,МАДАН,С. МИТОВСКА,120,115
49504,СМОЛЯН,МАДАН,С. МЪГЛИЩА,258,247
56157,СМОЛЯН,МАДАН,С. ПЕТРОВ ДОЛ,25,31
56246,СМОЛЯН,МАДАН,С. ПЕЧИНСКА,36,31
56681,СМОЛЯН,МАДАН,С. ПЛАНИНЦИ,3,4
61162,СМОЛЯН,МАДАН,С. РАВНИЛ,130,115
61176,СМОЛЯН,МАДАН,С. РАВНИЩА,220,212
61234,СМОЛЯН,МАДАН,С. РАВНО НИВИЩЕ,59,54
63481,СМОЛЯН,МАДАН,С. РУСТАН,7,6
68451,СМОЛЯН,МАДАН,С. СРЕДНОГОРЦИ,879,836
68638,СМОЛЯН,МАДАН,С. СТАЙЧИН ДОЛ,4,5
70041,СМОЛЯН,МАДАН,С. СТУДЕНА,193,170
73599,СМОЛЯН,МАДАН,С. ТЪНКОТО,75,65
75157,СМОЛЯН,МАДАН,С. УРУЧЕВЦИ,27,27
78505,СМОЛЯН,МАДАН,С. ЦИРКА,109,119
81801,СМОЛЯН,МАДАН,С. ЧУРКА,113,103
83048,СМОЛЯН,МАДАН,С. ШАРЕНСКА,215,200
51319,СМОЛЯН,НЕДЕЛИНО,ГР. НЕДЕЛИНО,4339,3939
07911,СМОЛЯН,НЕДЕЛИНО,С. БУРЕВО,78,67
12896,СМОЛЯН,НЕДЕЛИНО,С. ВЪРЛИ ДОЛ,111,116
12927,СМОЛЯН,НЕДЕЛИНО,С. ВЪРЛИНО,122,115
18374,СМОЛЯН,НЕДЕЛИНО,С. ГЪРНАТИ,224,211
21004,СМОЛЯН,НЕДЕЛИНО,С. ДИМАНОВО,107,88
24952,СМОЛЯН,НЕДЕЛИНО,С. ДУНЯ,33,33
41157,СМОЛЯН,НЕДЕЛИНО,С. ЕЛЕНКА,149,122
32559,СМОЛЯН,НЕДЕЛИНО,С. ИЗГРЕВ,181,135
37695,СМОЛЯН,НЕДЕЛИНО,С. КОЗАРКА,111,98
39092,СМОЛЯН,НЕДЕЛИНО,С. КОЧАНИ,134,148
41277,СМОЛЯН,НЕДЕЛИНО,С. КРАЙНА,56,67
40628,СМОЛЯН,НЕДЕЛИНО,С. КУНДЕВО,223,151
53388,СМОЛЯН,НЕДЕЛИНО,С. ОГРАДНА,161,136
68309,СМОЛЯН,НЕДЕЛИНО,С. СРЕДЕЦ,398,342
73883,СМОЛЯН,НЕДЕЛИНО,С. ТЪНКА БАРА,83,55
63207,СМОЛЯН,РУДОЗЕМ,ГР. РУДОЗЕМ,3981,3535
04861,СМОЛЯН,РУДОЗЕМ,С. БОЕВО,4,8
05365,СМОЛЯН,РУДОЗЕМ,С. БОРИЕ,242,228
07569,СМОЛЯН,РУДОЗЕМ,С. БЪРЧЕВО,209,196
07689,СМОЛЯН,РУДОЗЕМ,С. БЯЛА РЕКА,266,246
11301,СМОЛЯН,РУДОЗЕМ,С. ВИТИНА,151,134
11870,СМОЛЯН,РУДОЗЕМ,С. ВОЙКОВА ЛЪКА,368,321
17676,СМОЛЯН,РУДОЗЕМ,С. ГРАМАДЕ,158,148
21347,СМОЛЯН,РУДОЗЕМ,С. ДОБРЕВА ЧЕРЕША,1,1
24284,СМОЛЯН,РУДОЗЕМ,С. ДЪБОВА,1,2
27365,СМОЛЯН,РУДОЗЕМ,С. ЕЛХОВЕЦ,1113,1057
32929,СМОЛЯН,РУДОЗЕМ,С. ИВАНОВО,60,60
38604,СМОЛЯН,РУДОЗЕМ,С. КОРИТАТА,197,183
49165,СМОЛЯН,РУДОЗЕМ,С. МОЧУРЕ,19,19
53309,СМОЛЯН,РУДОЗЕМ,С. ОГЛЕД,170,171
56798,СМОЛЯН,РУДОЗЕМ,С. ПЛОВДИВЦИ,237,229
57399,СМОЛЯН,РУДОЗЕМ,С. ПОЛЯНА,73,71
61193,СМОЛЯН,РУДОЗЕМ,С. РАВНИНАТА,142,126
62637,СМОЛЯН,РУДОЗЕМ,С. РИБНИЦА,350,327
68093,СМОЛЯН,РУДОЗЕМ,С. СОПОТОТ,354,351
80399,СМОЛЯН,РУДОЗЕМ,С. ЧЕПИНЦИ,2191,1945
67653,СМОЛЯН,СМОЛЯН,ГР. СМОЛЯН,31548,29120
00388,СМОЛЯН,СМОЛЯН,С. АЛИГОВСКА,21,14
00597,СМОЛЯН,СМОЛЯН,С. АРДА,255,207
03321,СМОЛЯН,СМОЛЯН,С. БЕЛЕВ ДОЛ,82,69
04100,СМОЛЯН,СМОЛЯН,С. БИЛЯНСКА,24,19
05414,СМОЛЯН,СМОЛЯН,С. БОРИКОВО,25,23
05801,СМОЛЯН,СМОЛЯН,С. БОСТИНА,114,104
06923,СМОЛЯН,СМОЛЯН,С. БУКАТА,59,56
02988,СМОЛЯН,СМОЛЯН,С. БУКАЦИТЕ,45,48
11048,СМОЛЯН,СМОЛЯН,С. ВИЕВО,378,337
11572,СМОЛЯН,СМОЛЯН,С. ВЛАХОВО,354,347
12512,СМОЛЯН,СМОЛЯН,С. ВЪЛЧАН,64,49
12807,СМОЛЯН,СМОЛЯН,С. ВЪРБОВО,1,2
14129,СМОЛЯН,СМОЛЯН,С. ГАБРИЦА,4,17
14605,СМОЛЯН,СМОЛЯН,С. ГЕЛА,38,40
15343,СМОЛЯН,СМОЛЯН,С. ГОЗДЕВИЦА,1,2
02782,СМОЛЯН,СМОЛЯН,С. ГОРНА АРДА,64,55
17052,СМОЛЯН,СМОЛЯН,С. ГОРОВО,21,29
17631,СМОЛЯН,СМОЛЯН,С. ГРАДЪТ,119,103
17837,СМОЛЯН,СМОЛЯН,С. ГРАЩИЦА,6,5
18068,СМОЛЯН,СМОЛЯН,С. ГУДЕВИЦА,15,14
21107,СМОЛЯН,СМОЛЯН,С. ДИМОВО,1,3
24089,СМОЛЯН,СМОЛЯН,С. ДУНЕВО,117,123
27262,СМОЛЯН,СМОЛЯН,С. ЕЛЕНСКА,98,89
27415,СМОЛЯН,СМОЛЯН,С. ЕЛЬОВО,12,10
30226,СМОЛЯН,СМОЛЯН,С. ЗАЕВИТЕ,2,4
31285,СМОЛЯН,СМОЛЯН,С. ЗМИЕВО,4,5
32891,СМОЛЯН,СМОЛЯН,С. ИСЬОВЦИ,14,24
36631,СМОЛЯН,СМОЛЯН,С. КАТРАНИЦА,198,169
36974,СМОЛЯН,СМОЛЯН,С. КИСЕЛЧОВО,23,15
39181,СМОЛЯН,СМОЛЯН,С. КОШНИЦА,52,46
39637,СМОЛЯН,СМОЛЯН,С. КРЕМЕНЕ,10,15
40498,СМОЛЯН,СМОЛЯН,С. КУКУВИЦА,3,7
40748,СМОЛЯН,СМОЛЯН,С. КУТЕЛА,295,286
43219,СМОЛЯН,СМОЛЯН,С. ЛЕВОЧЕВО,88,87
43743,СМОЛЯН,СМОЛЯН,С. ЛИПЕЦ,29,34
44433,СМОЛЯН,СМОЛЯН,С. ЛЪКА,90,78
44673,СМОЛЯН,СМОЛЯН,С. ЛЮЛКА,17,13
48814,СМОЛЯН,СМОЛЯН,С. МОГИЛИЦА,344,336
49014,СМОЛЯН,СМОЛЯН,С. МОМЧИЛОВЦИ,1143,1051
49285,СМОЛЯН,СМОЛЯН,С. МУГЛА,187,160
51038,СМОЛЯН,СМОЛЯН,С. НАДАРЦИ,1,1
53792,СМОЛЯН,СМОЛЯН,С. ОРЕШЕЦ,37,26
54359,СМОЛЯН,СМОЛЯН,С. ОСТРИ ПАЗЛАК,10,14
55991,СМОЛЯН,СМОЛЯН,С. ПЕТКОВО,244,272
56294,СМОЛЯН,СМОЛЯН,С. ПЕЩЕРА,0,16
56455,СМОЛЯН,СМОЛЯН,С. ПИСАНИЦА,3,3
56962,СМОЛЯН,СМОЛЯН,С. ПОДВИС,127,123
57282,СМОЛЯН,СМОЛЯН,С. ПОЛКОВНИК СЕРАФИМОВО,93,83
57710,СМОЛЯН,СМОЛЯН,С. ПОПРЕЛКА,3,4
57916,СМОЛЯН,СМОЛЯН,С. ПОТОКА,3,3
62462,СМОЛЯН,СМОЛЯН,С. РЕКА,207,196
62534,СМОЛЯН,СМОЛЯН,С. РЕЧАНИ,50,42
62760,СМОЛЯН,СМОЛЯН,С. РОВИНА,98,103
66069,СМОЛЯН,СМОЛЯН,С. СЕЛИЩЕ,76,77
66384,СМОЛЯН,СМОЛЯН,С. СИВИНО,116,122
66957,СМОЛЯН,СМОЛЯН,С. СЛАВЕЙНО,108,109
67547,СМОЛЯН,СМОЛЯН,С. СМИЛЯН,1834,1672
67965,СМОЛЯН,СМОЛЯН,С. СОКОЛОВЦИ,122,136
68000,СМОЛЯН,СМОЛЯН,С. СОЛИЩА,27,30
68521,СМОЛЯН,СМОЛЯН,С. СРЕДОК,37,25
69256,СМОЛЯН,СМОЛЯН,С. СТИКЪЛ,18,15
69345,СМОЛЯН,СМОЛЯН,С. СТОЙКИТЕ,205,212
69585,СМОЛЯН,СМОЛЯН,С. СТРАЖА,97,74
70620,СМОЛЯН,СМОЛЯН,С. СЪРНИНО,3,2
72391,СМОЛЯН,СМОЛЯН,С. ТИКАЛЕ,105,117
73033,СМОЛЯН,СМОЛЯН,С. ТРЕБИЩЕ,122,117
73482,СМОЛЯН,СМОЛЯН,С. ТУРЯН,40,48
73777,СМОЛЯН,СМОЛЯН,С. ТЪРЪН,695,665
75215,СМОЛЯН,СМОЛЯН,С. УХЛОВИЦА,3,5
76042,СМОЛЯН,СМОЛЯН,С. ФАТОВО,27,94
77205,СМОЛЯН,СМОЛЯН,С. ХАСОВИЦА,6,9
80412,СМОЛЯН,СМОЛЯН,С. ЧЕПЛЕТЕН,48,47
80604,СМОЛЯН,СМОЛЯН,С. ЧЕРЕШКИТЕ,7,6
80666,СМОЛЯН,СМОЛЯН,С. ЧЕРЕШОВО,5,6
80678,СМОЛЯН,СМОЛЯН,С. ЧЕРЕШОВСКА РЕКА,6,7
81520,СМОЛЯН,СМОЛЯН,С. ЧОКМАНОВО,65,89
31841,СМОЛЯН,СМОЛЯН,С. ЧУЧУР,0,2
83274,СМОЛЯН,СМОЛЯН,С. ШИРОКА ЛЪКА,448,405
80371,СМОЛЯН,ЧЕПЕЛАРЕ,ГР. ЧЕПЕЛАРЕ,5262,5067
04801,СМОЛЯН,ЧЕПЕЛАРЕ,С. БОГУТЕВО,149,160
23929,СМОЛЯН,ЧЕПЕЛАРЕ,С. ДРЯНОВЕЦ,2,0
30034,СМОЛЯН,ЧЕПЕЛАРЕ,С. ЗАБЪРДО,351,419
31351,СМОЛЯН,ЧЕПЕЛАРЕ,С. ЗОРНИЦА,13,14
43668,СМОЛЯН,ЧЕПЕЛАРЕ,С. ЛИЛЕКОВО,42,46
46286,СМОЛЯН,ЧЕПЕЛАРЕ,С. МАЛЕВО,100,114
53669,СМОЛЯН,ЧЕПЕЛАРЕ,С. ОРЕХОВО,115,155
54376,СМОЛЯН,ЧЕПЕЛАРЕ,С. ОСТРИЦА,37,31
55035,СМОЛЯН,ЧЕПЕЛАРЕ,С. ПАВЕЛСКО,498,569
58517,СМОЛЯН,ЧЕПЕЛАРЕ,С. ПРОГЛЕД,62,64
70072,СМОЛЯН,ЧЕПЕЛАРЕ,С. СТУДЕНЕЦ,3,18
77219,СМОЛЯН,ЧЕПЕЛАРЕ,С. ХВОЙНА,350,337
68134,СОФИЯ,СТОЛИЧНА,ГР. СОФИЯ,1355142,1280034
73021,СОФИЯ,СТОЛИЧНА,КВ. ТРЕБИЧ,1486,1519
07106,СОФИЯ,СТОЛИЧНА,С. БУСМАНЦИ,1710,1728
11394,СОФИЯ,СТОЛИЧНА,С. ВЛАДАЯ,3558,3484
49597,СОФИЯ,СТОЛИЧНА,С. МЪРЧАЕВО,1146,1202
70345,СОФИЯ,СТОЛИЧНА,КВ. СУХОДОЛ,2286,2345
46721,СОФИЯ,СТОЛИЧНА,С. МАЛО БУЧИНО,677,803
76128,СОФИЯ,СТОЛИЧНА,К. ФИЛИПОВЦИ,2990,2867
12084,СОФИЯ,СТОЛИЧНА,С. ВОЛУЯК,2960,2587
49206,СОФИЯ,СТОЛИЧНА,С. МРАМОР,1915,1963
00357,СОФИЯ,СТОЛИЧНА,ГР. НОВИ ИСКЪР,13768,13639
02511,СОФИЯ,СТОЛИЧНА,С. БАЛША,664,705
11884,СОФИЯ,СТОЛИЧНА,С. ВОЙНЕГОВЦИ,567,773
21662,СОФИЯ,СТОЛИЧНА,С. ДОБРОСЛАВЦИ,1078,1021
29430,СОФИЯ,СТОЛИЧНА,С. ЖИТЕН,619,626
40436,СОФИЯ,СТОЛИЧНА,С. КУБРАТОВО,653,655
41010,СОФИЯ,СТОЛИЧНА,С. КЪТИНА,1088,1477
44224,СОФИЯ,СТОЛИЧНА,С. ЛОКОРСКО,589,743
48393,СОФИЯ,СТОЛИЧНА,С. МИРОВЯНЕ,1454,1406
51250,СОФИЯ,СТОЛИЧНА,С. НЕГОВАН,1445,1760
57011,СОФИЯ,СТОЛИЧНА,С. ПОДГУМЕР,746,875
65601,СОФИЯ,СТОЛИЧНА,С. СВЕТОВРАЧЕНЕ,2327,2178
80409,СОФИЯ,СТОЛИЧНА,С. ЧЕПИНЦИ,2427,2460
07140,СОФИЯ,СТОЛИЧНА,ГР. БУХОВО,2752,2821
16448,СОФИЯ,СТОЛИЧНА,С. ГОРНИ БОГРОВ,1118,1168
22304,СОФИЯ,СТОЛИЧНА,С. ДОЛНИ БОГРОВ,1223,1241
29204,СОФИЯ,СТОЛИЧНА,С. ЖЕЛЯВА,453,451
87401,СОФИЯ,СТОЛИЧНА,С. ЯНА,1133,1155
04234,СОФИЯ,СТОЛИЧНА,С. БИСТРИЦА,4988,5047
14831,СОФИЯ,СТОЛИЧНА,С. ГЕРМАН,2572,2662
22472,СОФИЯ,СТОЛИЧНА,С. ДОЛНИ ПАСАРЕЛ,1164,1313
29150,СОФИЯ,СТОЛИЧНА,С. ЖЕЛЕЗНИЦА,1508,1590
35239,СОФИЯ,СТОЛИЧНА,С. КАЗИЧЕНЕ,4519,4717
37914,СОФИЯ,СТОЛИЧНА,С. КОКАЛЯНЕ,1827,1992
39791,СОФИЯ,СТОЛИЧНА,С. КРИВИНА,1386,1426
44063,СОФИЯ,СТОЛИЧНА,С. ЛОЗЕН,5965,6160
55419,СОФИЯ,СТОЛИЧНА,С. ПАНЧАРЕВО,2930,2991
56624,СОФИЯ,СТОЛИЧНА,С. ПЛАНА,70,77
02659,СОФИЯ,СТОЛИЧНА,ГР. БАНКЯ,11233,11836
32216,СОФИЯ,СТОЛИЧНА,С. ИВАНЯНЕ,889,891
37280,СОФИЯ,СТОЛИЧНА,С. КЛИСУРА,89,97
05027,СОФИЙСКА,БОЖУРИЩЕ,ГР. БОЖУРИЩЕ,5047,5982
18174,СОФИЙСКА,БОЖУРИЩЕ,С. ГУРМАЗОВО,315,582
20626,СОФИЙСКА,БОЖУРИЩЕ,С. ДЕЛЯН,5,63
31187,СОФИЙСКА,БОЖУРИЩЕ,С. ЗЛАТУША,75,127
46259,СОФИЙСКА,БОЖУРИЩЕ,С. МАЛА РАКОВИЦА,5,4
57100,СОФИЙСКА,БОЖУРИЩЕ,С. ПОЖАРЕВО,233,393
58606,СОФИЙСКА,БОЖУРИЩЕ,С. ПРОЛЕША,488,920
63121,СОФИЙСКА,БОЖУРИЩЕ,С. РОСОМАН,20,55
77246,СОФИЙСКА,БОЖУРИЩЕ,С. ХЕРАКОВО,449,977
77400,СОФИЙСКА,БОЖУРИЩЕ,С. ХРАБЪРСКО,457,824
05815,СОФИЙСКА,БОТЕВГРАД,ГР. БОТЕВГРАД,22742,20944
04950,СОФИЙСКА,БОТЕВГРАД,С. БОЖЕНИЦА,52,108
12283,СОФИЙСКА,БОТЕВГРАД,С. ВРАЧЕШ,3418,3301
18143,СОФИЙСКА,БОТЕВГРАД,С. ГУРКОВО,184,310
27334,СОФИЙСКА,БОТЕВГРАД,С. ЕЛОВ ДОЛ,18,32
39267,СОФИЙСКА,БОТЕВГРАД,С. КРАЕВО,66,137
43788,СОФИЙСКА,БОТЕВГРАД,С. ЛИПНИЦА,72,142
43904,СОФИЙСКА,БОТЕВГРАД,С. ЛИТАКОВО,1818,1809
51946,СОФИЙСКА,БОТЕВГРАД,С. НОВАЧЕНЕ,1224,1321
61594,СОФИЙСКА,БОТЕВГРАД,С. РАДОТИНА,110,172
62298,СОФИЙСКА,БОТЕВГРАД,С. РАШКОВО,69,117
66860,СОФИЙСКА,БОТЕВГРАД,С. СКРАВЕНА,1687,1615
73256,СОФИЙСКА,БОТЕВГРАД,С. ТРУДОВЕЦ,3026,3020
15309,СОФИЙСКА,ГОДЕЧ,ГР. ГОДЕЧ,4209,4354
06050,СОФИЙСКА,ГОДЕЧ,С. БРАКЬОВЦИ,39,60
07020,СОФИЙСКА,ГОДЕЧ,С. БУКОРОВЦИ,4,24
07555,СОФИЙСКА,ГОДЕЧ,С. БЪРЛЯ,9,26
12320,СОФИЙСКА,ГОДЕЧ,С. ВРЪДЛОВЦИ,6,24
12770,СОФИЙСКА,ГОДЕЧ,С. ВЪРБНИЦА,7,15
14903,СОФИЙСКА,ГОДЕЧ,С. ГИНЦИ,145,184
15572,СОФИЙСКА,ГОДЕЧ,С. ГОЛЕШ,34,76
18037,СОФИЙСКА,ГОДЕЧ,С. ГУБЕШ,23,58
35345,СОФИЙСКА,ГОДЕЧ,С. КАЛЕНОВЦИ,16,23
38186,СОФИЙСКА,ГОДЕЧ,С. КОМЩИЦА,42,65
44300,СОФИЙСКА,ГОДЕЧ,С. ЛОПУШНЯ,13,48
49334,СОФИЙСКА,ГОДЕЧ,С. МУРГАШ,17,63
61100,СОФИЙСКА,ГОДЕЧ,С. РАВНА,11,17
61652,СОФИЙСКА,ГОДЕЧ,С. РАЗБОИЩЕ,7,30
63001,СОФИЙСКА,ГОДЕЧ,С. РОПОТ,11,17
67641,СОФИЙСКА,ГОДЕЧ,С. СМОЛЧА,4,16
68775,СОФИЙСКА,ГОДЕЧ,С. СТАНИНЦИ,3,11
73417,СОФИЙСКА,ГОДЕЧ,С. ТУДЕН,59,155
83466,СОФИЙСКА,ГОДЕЧ,С. ШУМА,121,211
00549,СОФИЙСКА,ГОРНА МАЛИНА,С. АПРИЛОВО,981,1181
02258,СОФИЙСКА,ГОРНА МАЛИНА,С. БАЙЛОВО,223,418
03705,СОФИЙСКА,ГОРНА МАЛИНА,С. БЕЛОПОПЦИ,575,767
14338,СОФИЙСКА,ГОРНА МАЛИНА,С. ГАЙТАНЕВО,133,249
16314,СОФИЙСКА,ГОРНА МАЛИНА,С. ГОРНА МАЛИНА,1315,1653
16794,СОФИЙСКА,ГОРНА МАЛИНА,С. ГОРНО КАМАРЦИ,210,351
22174,СОФИЙСКА,ГОРНА МАЛИНА,С. ДОЛНА МАЛИНА,283,424
22647,СОФИЙСКА,ГОРНА МАЛИНА,С. ДОЛНО КАМАРЦИ,346,445
46231,СОФИЙСКА,ГОРНА МАЛИНА,С. МАКОЦЕВО,120,503
51281,СОФИЙСКА,ГОРНА МАЛИНА,С. НЕГУШЕВО,124,321
54287,СОФИЙСКА,ГОРНА МАЛИНА,С. ОСОИЦА,150,601
65419,СОФИЙСКА,ГОРНА МАЛИНА,С. САРАНЦИ,203,339
70127,СОФИЙСКА,ГОРНА МАЛИНА,С. СТЪРГЕЛ,197,335
80282,СОФИЙСКА,ГОРНА МАЛИНА,С. ЧЕКАНЧЕВО,242,390
23409,СОФИЙСКА,ДРАГОМАН,ГР. ДРАГОМАН,3264,3152
03890,СОФИЙСКА,ДРАГОМАН,С. БЕРЕНДЕ,12,21
03900,СОФИЙСКА,ДРАГОМАН,С. БЕРЕНДЕ ИЗВОР,16,24
10269,СОФИЙСКА,ДРАГОМАН,С. ВАСИЛОВЦИ,39,91
11332,СОФИЙСКА,ДРАГОМАН,С. ВИШАН,18,42
11483,СОФИЙСКА,ДРАГОМАН,С. ВЛАДИСЛАВЦИ,15,74
14034,СОФИЙСКА,ДРАГОМАН,С. ГАБЕР,478,527
15518,СОФИЙСКА,ДРАГОМАН,С. ГОЛЕМО МАЛОВО,105,167
16938,СОФИЙСКА,ДРАГОМАН,С. ГОРНО СЕЛО,6,17
18006,СОФИЙСКА,ДРАГОМАН,С. ГРЪЛСКА ПАДИНА,6,11
22229,СОФИЙСКА,ДРАГОМАН,С. ДОЛНА НЕВЛЯ,1,1
22722,СОФИЙСКА,ДРАГОМАН,С. ДОЛНО НОВО СЕЛО,1,17
23354,СОФИЙСКА,ДРАГОМАН,С. ДРАГОИЛ,28,93
23635,СОФИЙСКА,ДРАГОМАН,С. ДРЕАТИН,3,4
35479,СОФИЙСКА,ДРАГОМАН,С. КАЛОТИНА,234,240
35630,СОФИЙСКА,ДРАГОМАН,С. КАМБЕЛЕВЦИ,4,7
40070,СОФИЙСКА,ДРАГОМАН,С. КРУША,15,47
43484,СОФИЙСКА,ДРАГОМАН,С. ЛЕТНИЦА,11,27
43757,СОФИЙСКА,ДРАГОМАН,С. ЛИПИНЦИ,0,2
46766,СОФИЙСКА,ДРАГОМАН,С. МАЛО МАЛОВО,27,91
51189,СОФИЙСКА,ДРАГОМАН,С. НАЧЕВО,2,6
51514,СОФИЙСКА,ДРАГОМАН,С. НЕСЛА,61,87
52043,СОФИЙСКА,ДРАГОМАН,С. НОВО БЪРДО,21,38
58133,СОФИЙСКА,ДРАГОМАН,С. ПРЕКРЪСТЕ,19,55
